stage,object_type,name,bytes,relpath
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_LabelTypes_RecIDFromLabelName,1082,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_LabelTypes_RecIDFromLabelName.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_LabelTypes_RecIDFromLabelType,1084,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_LabelTypes_RecIDFromLabelType.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Lanes_LaneList,1017,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Lanes_LaneList.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_MandAs_NextAvlName,1225,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_MandAs_NextAvlName.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_PandAs_BuildOptions,985,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_PandAs_BuildOptions.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_PandAs_DBConnections,1235,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_PandAs_DBConnections.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_PandAs_DetailsList,1100,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_PandAs_DetailsList.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_PandAs_NextAvlName,1230,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_PandAs_NextAvlName.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_PandAs_PandaList_Dropdown,847,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_PandAs_PandaList_Dropdown.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_PandAs_PandaList,823,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_PandAs_PandaList.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Printers_BuildOptions,950,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Printers_BuildOptions.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Printers_Details,1237,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Printers_Details.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Printers_FirePoints,1296,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Printers_FirePoints.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Printers_NewPandAList,1050,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Printers_NewPandAList.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Printers_PrinterList,1162,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Printers_PrinterList.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Get_Printers_RecIDFromPrinterID,1010,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Get_Printers_RecIDFromPrinterID.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_AllData,1042,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_AllData.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_Labels_LabelDef,877,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_Labels_LabelDef.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_Labels_LabelType,953,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_Labels_LabelType.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_Lanes_LaneDef,870,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_Lanes_LaneDef.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_PandAs_SinglePandA,1613,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_PandAs_SinglePandA.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_Printers_FirePoint,915,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_Printers_FirePoint.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Remove_Printers_SinglePrinter,1427,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Remove_Printers_SinglePrinter.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Update_Pandas_DBConnections,1246,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Update_Pandas_DBConnections.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Update_Pandas_Details,1069,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Update_Pandas_Details.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Update_Pandas_Lanes,836,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Update_Pandas_Lanes.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Update_Printers_Details,1077,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Update_Printers_Details.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder_Update_Printers_FirePoints,1330,8.0_CreateSP\sdisp_TOOL_SiteBuilder_Update_Printers_FirePoints.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SiteBuilder,17633,8.0_CreateSP\sdisp_TOOL_SiteBuilder.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SpaceScan,1809,8.0_CreateSP\sdisp_TOOL_SpaceScan.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SynBuilder_CORE,2077,8.0_CreateSP\sdisp_TOOL_SynBuilder_CORE.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SynBuilder_DCMS,2914,8.0_CreateSP\sdisp_TOOL_SynBuilder_DCMS.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SynBuilder_PLC,4116,8.0_CreateSP\sdisp_TOOL_SynBuilder_PLC.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SynBuilder_RemoveSynonyms,588,8.0_CreateSP\sdisp_TOOL_SynBuilder_RemoveSynonyms.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_SynBuilder_TCP,4500,8.0_CreateSP\sdisp_TOOL_SynBuilder_TCP.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_Table2File_JOB,3331,8.0_CreateSP\sdisp_TOOL_Table2File_JOB.sql
8.0_CreateSP,StoredProc,sdisp_TOOL_Table2File,7303,8.0_CreateSP\sdisp_TOOL_Table2File.sql
